id,label
1,0.88721460059
2,0.997058911189
3,0.795371636536
4,0.992255363824
5,0.250088564581
6,0.677685819109
7,0.000180498062494
8,0.82712885462
9,0.112779395658
10,0.000973343197306
11,0.00894105873684
12,0.807157340774
13,0.733740104047
14,0.792151794312
15,0.0177552372115
16,0.0594807156274
17,0.98425512157
18,0.928949269916
19,0.179875236395
20,0.0359345485542
21,0.997999329041
22,0.067183551543
23,0.913857362278
24,0.952227781279
25,0.218788911932
26,0.782717246787
27,0.383759087357
28,0.0375886433039
29,0.839261025473
30,0.939676844573
31,0.998576980182
32,0.199719245722
33,0.891948458542
34,0.0134686545348
35,0.0175863399601
36,0.00804800882674
37,1.18151043523e-05
38,0.00183964742668
39,0.98099602053
40,0.146977426128
41,0.959643910934
42,0.97810052956
43,0.988105577981
44,0.887116499815
45,0.0175364788048
46,0.764713440021
47,0.33587529396
48,0.986160059192
49,0.985305377348
50,0.176935836409
51,0.000127131682353
52,0.000873952672012
53,0.265757132508
54,0.510249114156
55,0.78338505269
56,0.0546890714245
57,0.961514570362
58,0.00161489361271
59,0.996090661107
60,0.74266570135
61,0.0416572526951
62,0.558280140204
63,0.719474610099
64,0.776730347149
65,0.986165381058
66,0.931288338013
67,0.968416884433
68,1.23120473927e-05
69,0.997909939462
70,0.916377057458
71,0.437369926104
72,0.99695844442
73,0.997858190201
74,0.97933556014
75,0.297797311515
76,0.99447383663
77,0.925686294083
78,0.943628561762
79,0.712939792835
80,0.0758210334027
81,0.469753824739
82,0.180841594335
83,0.982344938585
84,0.0543257414357
85,0.996920273482
86,0.85265069885
87,0.974653219119
88,0.999412613522
89,0.000145915054262
90,0.990723213586
91,0.0943270721732
92,0.421753311776
93,0.0388459826182
94,0.988294709232
95,0.821601694607
96,0.0141446943336
97,0.736537284946
98,0.919487944348
99,0.00782745192002
100,0.147588046545
101,0.158476049534
102,0.994032251905
103,0.355815004372
104,0.807267053341
105,0.3161036943
106,0.892397713225
107,0.0201354974434
108,0.499668284246
109,0.147546787007
110,0.996311205672
111,0.676646975236
112,0.972993504624
113,0.965152677538
114,0.140969000213
115,0.717272644398
116,0.0174340889818
117,0.0122501656771
118,0.830917956539
119,0.943837248894
120,0.724378600201
121,0.908418010044
122,0.0619549771719
123,0.762008182321
124,0.0120124082776
125,0.0687641526509
126,0.781287821603
127,0.518561166762
128,0.0170878846369
129,0.157026624592
130,0.109843564972
131,0.999774710725
132,0.894955506913
133,0.213591846898
134,0.0231099691129
135,0.0240987836563
136,0.111524774961
137,0.999937724488
138,0.00185723035557
139,0.710933062323
140,0.00825587555172
141,0.0203114489769
142,0.645806831824
143,0.999548114617
144,0.573629981591
145,0.041012151616
146,0.994050909078
147,0.871998865978
148,0.952696856181
149,0.068524406968
150,0.547267556831
151,0.833879156615
152,0.01244762121
153,0.0148351444851
154,0.00122127239287
155,0.984994215375
156,0.444397173667
157,0.0046359380457
158,0.997051864933
159,0.968426976128
160,0.891065388032
161,0.259553602926
162,0.237825920646
163,0.000579057240125
164,0.806202007505
165,0.481392022998
166,0.233997321098
167,0.193406130643
168,0.00556089388357
169,0.0691751135844
170,0.662402271961
171,0.400081148689
172,0.0442635777457
173,0.0769178687856
174,0.00902143045934
175,0.999968428684
176,0.987520377279
177,0.791738886018
178,0.804203422521
179,0.30655792172
180,0.0612779130202
181,0.992608825492
182,0.995437447225
183,0.0113847554706
184,0.465637826748
185,0.0212893311325
186,0.0987866097473
187,0.0182869745083
188,0.00201592333445
189,0.337253654456
190,0.925333314694
191,0.000186933624915
192,0.0375759838448
193,0.0914880232892
194,0.0538203911183
195,0.960856097796
196,0.921617529595
197,0.50408525159
198,0.0649543886372
199,0.909984853152
200,0.992066768845
201,0.867298158958
202,0.00409771354745
203,0.965869588373
204,0.998478080754
205,0.0220412886595
206,0.0229482037674
207,0.893231228522
208,0.660260655532
209,0.0687545479256
210,0.189945552383
211,0.995194609515
212,0.999679058275
213,0.967105114454
214,0.241292763094
215,0.956051361846
216,0.126983533174
217,0.999991234603
218,0.000122509434216
219,0.91948202176
220,0.998768721277
221,0.127218628529
222,0.979878111791
223,0.988001469486
224,0.000365061353034
225,0.922885938075
226,0.945507049539
227,0.35816810049
228,0.332631077444
229,0.765927926457
230,0.00978443310209
231,0.993258175231
232,0.503049105702
233,0.241665141279
234,0.0106545134425
235,0.983784511261
236,0.77093318852
237,0.00407666917994
238,0.982623716556
239,0.361753160989
240,0.947487872775
241,0.995941519912
242,0.570619710579
243,0.00011861369324
244,0.631520424486
245,0.917755160552
246,0.591810510888
247,0.999232680752
248,0.0248382149028
249,0.0541784852035
250,0.999106963795
251,0.999479411536
252,0.00209066547631
253,0.9606570243
254,0.54400591946
255,0.974639875365
256,0.00396305167548
257,0.385972640306
258,0.967986795876
259,0.825028091806
260,0.00464906152643
261,0.0370604597778
262,0.871782396543
263,0.649232890516
264,0.58381493224
265,0.903622594683
266,0.0718635217553
267,0.000365061353034
268,0.00586471156845
269,0.896856994988
270,0.882034607998
271,0.896910635264
272,0.0036267680895
273,0.785526162042
274,0.148931772537
275,0.00828351393043
276,0.903734010772
277,0.982930077681
278,0.00622572618734
279,0.130022594661
280,0.89689306617
281,0.895061690978
282,0.997990143353
283,0.240060107762
284,0.97356073512
285,0.0592116433666
286,0.620468678852
287,0.000248982234052
288,0.110145083167
289,0.997678644633
290,0.00821487451648
291,0.07841498397
292,0.959379739433
293,0.541855096798
294,0.114279928762
295,0.055030763904
